,Locus,Contig,Gene,Product,R0C200_W,R0C200_Count,R0C200_SD,R0C200_SE,R7C0_W,R7C0_Count,R7C0_SD,R7C0_SE,Untreated_W,Untreated_Count,Untreated_SD,Untreated_SE,R7C100_W,R7C100_Count,R7C100_SD,R7C100_SE,R0C100_W,R0C100_Count,R0C100_SD,R0C100_SE,p_R0C100,d_R0C100,q_R0C100,log10q_R0C100,p_R0C200,d_R0C200,q_R0C200,log10q_R0C200,p_R7C0,d_R7C0,q_R7C0,log10q_R7C0,p_R7C100,d_R7C100,q_R7C100,log10q_R7C100,p_R7C100vsR7C0,d_R7C100vsR7C0,q_R7C100vsR7C0,log10q_R7C100vsR7C0
618,NDEONHPJ_00727,1 (genome),cysH,Phosphoadenosine phosphosulfate reductase,0.6984440625046747,24,0.3061450422553029,0.06249159506735725,0.7688228708999093,27,0.4048777566930567,0.07791876060520936,0.8078873943740029,27,0.2942059508777655,0.056619961645489235,0.8826541730062408,33,0.3795992306861109,0.06607974428042439,0.6691525481675867,24,0.3285092598280365,0.06705667186317245,0.11798719790975133,-0.13873484620641618,1.0,-0.0,0.19936104308576483,-0.1094433318693282,0.6147720650610651,0.2112858748506649,0.6867161568609647,-0.039064523474093615,1.0,-0.0,0.405652565910277,0.0747667786322379,0.9686140376305113,0.013849241234871369,0.2666956903175928,0.11383130210633152,0.9686140376305113,0.013849241234871369
619,NDEONHPJ_00728,1 (genome),thrH,Phosphoserine phosphatase ThrH,1.0239315509106501,20,0.13402641137118956,0.029969216660633062,1.0007725162634842,20,0.2569851671090209,0.057463630286491374,0.9873687871014014,19,0.24900818215775605,0.05712639484949612,1.033025256679423,20,0.18674282519202431,0.04175696514397265,1.056373627107624,21,0.24569894780948576,0.05361590602418919,0.3836555352374802,0.06900484000622265,1.0,-0.0,0.5687328921899275,0.03656276380924872,0.8766348614452406,0.057181262598037595,0.8696200432250905,0.013403729162082767,1.0,-0.0,0.5197069776340526,0.0456564695780215,0.9909903234927145,0.003930586154720127,0.6523744299016647,0.03225274041593873,0.9909903234927145,0.003930586154720127
620,NDEONHPJ_00729,1 (genome),,hypothetical protein,0.9205275751767096,96,0.351585722826428,0.035883567573847704,1.019873931569697,98,0.218855190921021,0.022107712799732927,0.9822324444763016,95,0.22103656234128344,0.022677872798147744,1.0033570435506414,96,0.22203131295026748,0.022660975985348417,1.0102529825766235,100,0.19523259163206302,0.0195232591632063,0.3487114950442525,0.0280205381003219,1.0,-0.0,0.14862911408367072,-0.06170486929959207,0.5587586268448121,0.25277575860331697,0.23602995326058615,0.03764148709339532,1.0,-0.0,0.5107588272189889,0.021124599074339723,0.9895651911648059,0.00455558980468872,0.6024139776918345,-0.016516888019055598,0.9895651911648059,0.00455558980468872
621,NDEONHPJ_00730,1 (genome),kefF_1,Glutathione-regulated potassium-efflux system ancillary protein KefF,1.0094369001617938,55,0.2777607199497135,0.03745324783755759,0.9841409644698844,57,0.29399561352904496,0.03894067029544096,1.0136225906617562,57,0.21382912052793132,0.028322358902200626,0.9697871557160914,54,0.2434997514550525,0.033136119086633574,0.9914857791150712,55,0.2287168600762795,0.030840175121290444,0.5976517664322507,-0.02213681154668501,1.0,-0.0,0.9288062541785069,-0.0041856904999624245,1.0,-0.0,0.5415984007417622,-0.02948162619187178,1.0,-0.0,0.31513176205412136,-0.043835434945664775,0.9290858353192123,0.03194416105109058,0.7805409657912761,-0.014353808753792996,0.9290858353192123,0.03194416105109058
622,NDEONHPJ_00731,1 (genome),,putative HTH-type transcriptional regulator,0.9897560512928574,50,0.2323984666699253,0.032866106343932014,1.0462433937596536,53,0.16931969041280853,0.023257848162720814,1.0329859482338364,54,0.1100366014755631,0.01497408481361734,1.0191746594106101,51,0.18002188796144525,0.02520810644015335,1.0368291379117849,53,0.15891721464186995,0.021828958224362118,0.884464039708124,0.0038431896779484997,1.0,-0.0,0.22272353397308944,-0.04322989694097901,0.6261920039548805,0.20329248232824434,0.6314345361120469,0.013257445525817202,1.0,-0.0,0.6341669204937616,-0.013811288823226242,1.0,-0.0,0.43127168296311647,-0.027068734349043444,1.0,-0.0
623,NDEONHPJ_00732,1 (genome),,hypothetical protein,0.8833440124953853,60,0.36369799171325456,0.046953208831817264,0.9657847265462944,59,0.2686576654833484,0.034976248895927604,1.0280790109007167,60,0.2433914096279841,0.03142169586997099,0.9821495550524076,58,0.25938714961566395,0.03405920134568398,0.990219294842881,60,0.2647067095414481,0.03417348925611308,0.4164135693727302,-0.03785971605783578,1.0,-0.0,0.011672261497899655,-0.14473499840533144,0.30102406554267364,0.521398783095196,0.18741658307386042,-0.0622942843544223,1.0,-0.0,0.32315142022446386,-0.0459294558483091,0.9347271223923835,0.02931515547605246,0.7381542541897173,0.016364828506113205,0.9347271223923835,0.02931515547605246
624,NDEONHPJ_00733,1 (genome),,hypothetical protein,0.9610796908456748,35,0.3282381253844472,0.05548236964655557,0.9494687179785528,35,0.32230653804548365,0.0544797483911918,0.9525923903157564,32,0.33471464088430525,0.05916974808292806,0.9473809609693006,33,0.3588912489891071,0.062474947367036474,0.9721571345857476,34,0.3093578462171911,0.0530544329289821,0.805868458799582,0.01956474426999122,1.0,-0.0,0.9169139597113081,0.008487300529918418,1.0,-0.0,0.9690865442692671,-0.0031236723372035646,1.0,-0.0,0.9519499865345135,-0.005211429346455798,1.0,-0.0,0.979918234372759,-0.0020877570092522335,1.0,-0.0
625,NDEONHPJ_00734,1 (genome),uppP,Undecaprenyl-diphosphatase,0.6930296763642385,6,0.394389402195976,0.1610087992235721,0.7720701763694126,6,0.5442979268450884,0.22220869813753213,0.8320693402875612,8,0.2870750520359433,0.10149635800204823,0.7715290469929673,8,0.3027157162482422,0.10702616786543738,0.8911419495457683,7,0.4956901474417626,0.1873532653536919,0.7783748258281676,0.05907260925820712,1.0,-0.0,0.4583261908710151,-0.13903966392332268,0.7980334501826477,0.09797890448225513,0.7930577336146387,-0.059999163918148635,1.0,-0.0,0.6876927873168683,-0.06054029329459387,1.0,-0.0,0.9981383406692048,-0.0005411293764452374,1.0,-0.0
626,NDEONHPJ_00735,1 (genome),rhaS_3,HTH-type transcriptional activator RhaS,0.956905409204972,55,0.2981388556216266,0.04020103509100981,1.0638057067670528,58,0.2599698688408684,0.03413571612850436,1.029301876857638,53,0.15922384198108594,0.021871076728598917,1.0234818163723811,58,0.2625658485948817,0.034476584969779914,1.0289969166682555,56,0.20416150788846005,0.027282229074491533,0.9931044231915249,-0.00030496018938253044,1.0,-0.0,0.12043555706362981,-0.07239646765266605,0.5272229592729153,0.2780056855376728,0.40628434979385386,0.034503829909414696,1.0,-0.0,0.8892460210400615,-0.0058200604852569615,1.0,-0.0,0.40763638942789426,-0.04032389039467166,1.0,-0.0
627,NDEONHPJ_00736,1 (genome),ppsC,Phthiocerol/phenolphthiocerol synthesis,0.95794730171,32,0.2600935752747536,0.045978482704958,1.0389226899324258,32,0.2880975996943325,0.05092894159685747,1.0070445820428868,33,0.21513802418848268,0.03745072295767129,1.0041282519675208,31,0.2290055082579693,0.041130603476467666,0.9541831119964702,32,0.2295511587724163,0.04057929524930135,0.34159489917227615,-0.052861470046416614,1.0,-0.0,0.4094669626769796,-0.04909728033288685,0.7716366998040025,0.112587125062195,0.6142647755657693,0.03187810788953893,1.0,-0.0,0.9582743575459323,-0.0029163300753660693,1.0,-0.0,0.5983272936008773,-0.034794437964905,1.0,-0.0
628,NDEONHPJ_00737,1 (genome),hchA_1,Protein/nucleic acid deglycase HchA,0.9808661925798452,53,0.2829818966009327,0.038870552904373724,0.9768572924281068,53,0.27113056811555225,0.0372426477400807,1.0110319840423758,53,0.21146101507268245,0.029046404283545893,0.9932723114906186,53,0.2483924215452633,0.03411932310403786,1.0263162728993926,53,0.18873740375009115,0.02592507621732393,0.6954360575101791,0.015284288857016826,1.0,-0.0,0.5355239589058463,-0.030165791462530622,0.857764562863,0.06663189989102193,0.4709514196341609,-0.034174691614269004,1.0,-0.0,0.6926632520696803,-0.017759672551757255,1.0,-0.0,0.7458392377595024,0.01641501906251175,1.0,-0.0
629,NDEONHPJ_00739,1 (genome),aroP_2,Aromatic amino acid transport protein AroP,1.040223569773285,88,0.2733854532749738,0.029142987239713838,1.0334724149528265,90,0.17494019969108673,0.01844031617828396,1.0516535032731684,97,0.28574705354306085,0.029013217501317776,0.9980130817418372,87,0.1464843964953112,0.015704775764077267,1.04694541930539,86,0.1846936309004361,0.01991602641300629,0.8963109795895468,-0.0047080839677784425,1.0,-0.0,0.7818270963109195,-0.011429933499883527,0.9752075165067204,0.010902960009843081,0.603760560930471,-0.01818108832034193,1.0,-0.0,0.11702752502830963,-0.053640421531331195,0.7223127098649302,0.14127474319641464,0.1461987258521446,-0.03545933321098926,0.7223127098649302,0.14127474319641464
630,NDEONHPJ_00740,1 (genome),prpF,2-methyl-aconitate isomerase,0.918584654938448,58,0.242915309458531,0.03189634277201533,0.9598816955407476,59,0.2699042387872735,0.03513853891682338,0.9777330562643969,59,0.2965407927253814,0.03860632286630763,0.9525024364264753,57,0.2051164575887105,0.02716833850428068,0.9515482142305588,56,0.2609643650895747,0.03487283015436353,0.6168999840486517,-0.026184842033838085,1.0,-0.0,0.2407848899008313,-0.059148401325948896,0.6431380604091939,0.19169578844773605,0.7329999756171297,-0.017851360723649234,1.0,-0.0,0.5963200256134285,-0.02523061983792163,1.0,-0.0,0.8689492985068927,-0.007379259114272396,1.0,-0.0
631,NDEONHPJ_00741,1 (genome),ispA,Farnesyl diphosphate synthase,0.0643777355222917,4,0.1287554710445834,0.0643777355222917,0.17621426030533174,4,0.35242852061066354,0.17621426030533174,0.0,3,0.0,0.0,0.053903632877243216,4,0.10780726575448643,0.053903632877243216,0.3000969765904181,4,0.4476403278915544,0.2238201639457772,0.30853335299657114,0.3000969765904181,1.0,-0.0,0.43658806102038156,0.0643777355222917,0.7839412617132873,0.10571647643476281,0.4365880610203816,0.17621426030533174,1.0,-0.0,0.4365880610203816,0.053903632877243216,0.9805137053809643,0.008546331491632161,0.5315168841962579,-0.12231062742808853,0.9805137053809643,0.008546331491632161
632,NDEONHPJ_00742,1 (genome),,hypothetical protein,0.8268624473824353,9,0.3918723810200312,0.13062412700667705,0.9494108097988524,12,0.33119052776472185,0.0956064701790082,0.8343826629908866,9,0.3988644545113191,0.1329548181704397,0.8413568506754167,9,0.3786049198110028,0.12620163993700093,0.9657774776991694,11,0.3416214714177693,0.10300274918380566,0.4375179395856321,0.13139481470828285,1.0,-0.0,0.9683151960421066,-0.007520215608451286,1.0,-0.0,0.47900574876394986,0.1150281468079658,1.0,-0.0,0.9701223457390339,0.006974187684530064,1.0,-0.0,0.4946860748321972,-0.10805395912343574,1.0,-0.0
633,NDEONHPJ_00743,1 (genome),qmcA,Protein QmcA,0.9251784810424928,51,0.35013316567162106,0.04902844986476505,1.0058990186856684,52,0.202276200156688,0.02805066197965213,0.9890148852672371,51,0.2576332491929288,0.03607587078282835,0.993629902925255,50,0.19087779767436536,0.026994197022699517,0.9993802203243572,53,0.2728478103152555,0.037478529097068426,0.8426323213859312,0.010365335057120117,1.0,-0.0,0.29683536795220006,-0.06383640422474435,0.6811292933849485,0.16677044157634238,0.7119101769418044,0.016884133418431313,1.0,-0.0,0.9188618229246168,0.0046150176580178615,1.0,-0.0,0.7535702290020733,-0.012269115760413452,1.0,-0.0
634,NDEONHPJ_00744,1 (genome),,hypothetical protein,0.9879184890989432,25,0.3547215448680073,0.07094430897360146,1.0450438417441763,23,0.18781200022572925,0.03916150917995513,1.0539094563436608,24,0.19018345889383192,0.03882103598395563,1.0472212181312566,23,0.1470482495437446,0.030661679591732417,0.9976825709770462,23,0.1635565606164536,0.03410390040213026,0.28388346685997695,-0.05622688536661469,1.0,-0.0,0.4239353178861842,-0.06599096724471765,0.7796515262601111,0.10809946659011484,0.8730234747018569,-0.00886561459948454,1.0,-0.0,0.8936370605250689,-0.006688238212404274,1.0,-0.0,0.9652795492056669,0.0021773763870802654,1.0,-0.0
635,NDEONHPJ_00745,1 (genome),,hypothetical protein,0.9210109755881932,64,0.320820940593585,0.040102617574198134,0.9253144089932304,62,0.2438515902454816,0.030969182930374574,0.9810040531936014,65,0.2614446970991697,0.032428223614451517,0.9371533325097872,64,0.2523041680205504,0.0315380210025688,0.9807832012018044,63,0.24578198682557906,0.030965619708563607,0.9960816043609046,-0.00022085199179699977,1.0,-0.0,0.24616485482699593,-0.059993077605408174,0.6431380604091939,0.19169578844773605,0.21733803039962435,-0.055689644200371036,1.0,-0.0,0.3343267044725682,-0.04385072068381424,0.9442566202915686,0.02490996160129221,0.7893778229623867,0.011838923516556799,0.9442566202915686,0.02490996160129221
636,NDEONHPJ_00746,1 (genome),,hypothetical protein,0.944372444796741,35,0.3904104982569854,0.06599141873851427,1.0176523111820714,35,0.2535801474589792,0.04286286810792818,1.075379572635439,36,0.3470243743654575,0.05783739572757625,1.0136847218795164,35,0.2425824378069378,0.04100391588698985,1.0344714942370985,35,0.3260309643065289,0.0551092913313808,0.6105589393952677,-0.04090807839834043,1.0,-0.0,0.13935294088436467,-0.13100712783869795,0.5555087391543261,0.2553091044339215,0.4273670839226804,-0.057727261453367484,1.0,-0.0,0.38952685814670096,-0.061694850755922515,0.9686140376305113,0.013849241234871369,0.9468675288044346,-0.00396758930255503,0.9686140376305113,0.013849241234871369
637,NDEONHPJ_00747,1 (genome),ampG,Protein AmpG,0.9207615475540322,98,0.32416122379357354,0.032745228506023696,1.0028325262023936,96,0.11184529446100892,0.011415162565033566,1.0178365933252933,98,0.18729888256447508,0.01892004428142902,0.9924547400883982,101,0.14563074294383013,0.014490800526702194,1.00341933746553,99,0.1121763305647974,0.011274145419463916,0.5124805758948542,-0.014417255859763278,1.0,-0.0,0.011015291167777707,-0.09707504577126114,0.30102406554267364,0.521398783095196,0.5000552601937718,-0.0150040671228997,1.0,-0.0,0.28636468886649136,-0.025381853236895124,0.9216121359407969,0.035451815021754256,0.5768815941641667,-0.010377786113995424,0.9216121359407969,0.035451815021754256
638,NDEONHPJ_00748,1 (genome),,hypothetical protein,0.9527346210747116,114,0.3596917097041252,0.03368821518524452,1.0325599687732745,121,0.25041416223890106,0.022764923839900097,1.0219617806347028,113,0.20250685776430213,0.01905024270896679,0.9942815178694664,115,0.24012434477410774,0.02239171060774104,0.9937756887595082,113,0.191200575213334,0.017986637115013082,0.2831686132964824,-0.028186091875194608,1.0,-0.0,0.07566621046898622,-0.06922715955999115,0.4435190059881721,0.3530877647411016,0.723304534272462,0.010598188138571718,1.0,-0.0,0.3481499620409545,-0.027680262765236385,0.9524330415043648,0.02116554659967751,0.23233146788057343,-0.0382784509038081,0.9524330415043648,0.02116554659967751
639,NDEONHPJ_00749,1 (genome),eptA,Phosphoethanolamine transferase EptA,0.9327926015031004,102,0.29461561313704976,0.029171292547021624,0.994035847173666,110,0.2633406835126129,0.025108548995564,0.9984011544981146,110,0.2533403227202339,0.024155052006114817,0.9820531962920872,108,0.2616704467692339,0.025179250480197802,1.0042638672993585,106,0.21633061874726575,0.02101188715842186,0.8552921331531503,0.005862712801243841,1.0,-0.0,0.08294491161476623,-0.06560855299501422,0.45762731393842676,0.33948806214614147,0.9004080795221546,-0.00436530732444862,1.0,-0.0,0.6397795159665145,-0.016347958206027413,1.0,-0.0,0.7364736297832633,-0.011982650881578794,1.0,-0.0
640,NDEONHPJ_00750,1 (genome),qseB_1,Transcriptional regulatory protein QseB,0.9703518246408432,57,0.3672041947779308,0.04863738376333841,1.0157618868818392,54,0.2698924374995219,0.036727708739434935,1.0630690330319246,56,0.2453840436996915,0.032790822132336084,0.9949847917581977,54,0.2440537179630172,0.033211504379917184,1.0153489236696878,55,0.22875182004996705,0.030844889123180813,0.2917862341031126,-0.04772010936223681,1.0,-0.0,0.11804852810971643,-0.09271720839108133,0.5229528886311798,0.2815374337504837,0.3379468834522392,-0.047307146150085355,1.0,-0.0,0.14756446698207903,-0.06808424127372692,0.7763904721330844,0.10991980291455551,0.6756301006238921,-0.020777095123641565,0.7763904721330844,0.10991980291455551
641,NDEONHPJ_00751,1 (genome),qseC_1,Sensor protein QseC,1.0223712818250916,91,0.31652959243148576,0.033181317211969534,1.0490610836335548,87,0.19255226024460556,0.020643769181959083,1.0640848638111091,89,0.18690958917117434,0.01981237682743045,1.0339277092690682,86,0.21036326353777665,0.02268405408740421,1.0686792846059858,91,0.2186778551068822,0.02292366796354173,0.8798530150012347,0.004594420794876708,1.0,-0.0,0.2844722863009892,-0.04171358198601749,0.6740573333654819,0.17130316206217977,0.6000784479274271,-0.015023780177554347,1.0,-0.0,0.3171019768506356,-0.03015715454204093,0.9305289834198265,0.03127009524330039,0.622181539887583,-0.015133374364486585,0.9305289834198265,0.03127009524330039
642,NDEONHPJ_00752,1 (genome),,hypothetical protein,0.9606640576418564,41,0.2591082094636586,0.04046590380816048,0.9972188273259132,43,0.23485191515936396,0.035814581301677174,0.9999922947549004,43,0.2659663912391474,0.04055949442049217,0.9944698670475904,42,0.2267458390979823,0.034987642562784145,0.9904361968429484,44,0.2321884241024817,0.035003721973265636,0.8586398376237702,-0.009556097911952,1.0,-0.0,0.49464765682748235,-0.03932823711304401,0.8274506659381919,0.08225789018005478,0.9592422013835531,-0.0027734674289872085,1.0,-0.0,0.9182876164172961,-0.005522427707309929,1.0,-0.0,0.956364819855508,-0.0027489602783227207,1.0,-0.0
643,NDEONHPJ_00753,1 (genome),amtB_1,Ammonia channel,1.0022172322482026,42,0.33710244030192443,0.052016035818983036,1.0209484527127357,36,0.11572302224833225,0.01928717037472204,1.0276922397814967,38,0.14530819488372676,0.023572101875983957,1.0320409449720394,38,0.12280503764292043,0.019921607728451345,1.0138963868112711,40,0.20612291802964172,0.032590894946692706,0.7347856677381068,-0.013795852970225564,1.0,-0.0,0.6677716907174474,-0.025475007533294125,0.9269981812651885,0.03292111792375267,0.8264432421481677,-0.006743787068760998,1.0,-0.0,0.8883284240326742,0.0043487051905426455,1.0,-0.0,0.6907876089083193,0.011092492259303643,1.0,-0.0
644,NDEONHPJ_00754,1 (genome),cmpR_1,HTH-type transcriptional activator CmpR,0.955404358629524,60,0.4095903608474493,0.052877888210975235,0.9965707090802618,58,0.2844342724633053,0.03734804970020703,1.0430462393938915,54,0.15110870729344342,0.02056329047558418,0.9987517334403324,60,0.3384646821154855,0.043695602570422085,1.0250642545701762,59,0.3567709524250939,0.046447621765814295,0.7321153352819957,-0.01798198482371527,1.0,-0.0,0.14072338113536428,-0.08764188076436752,0.5564375555773897,0.25458356590212977,0.2877173608775815,-0.04647553031362972,1.0,-0.0,0.3779103343506056,-0.044294505953559105,0.9646425153524295,0.015633601033192744,0.9698872941500416,0.002181024360070616,0.9646425153524295,0.015633601033192744
645,NDEONHPJ_00755,1 (genome),,hypothetical protein,0.9255494503513751,75,0.34496213678861914,0.03983279650702755,0.9672205469614424,74,0.28163878857459823,0.0327398441504668,0.9857069972141717,76,0.27411927148450843,0.031443636917841127,0.949603260920882,74,0.25944455812053224,0.030159817266445458,1.0159343440220239,73,0.19043132793469406,0.022288301083559132,0.43738109680210757,0.030227346807852218,1.0,-0.0,0.23703599831558034,-0.06015754686279651,0.6395274082942638,0.19414083818159994,0.6843074149259335,-0.018486450252729214,1.0,-0.0,0.4089853549287993,-0.03610373629328967,0.9686140376305113,0.013849241234871369,0.6928539302484606,-0.017617286040560454,0.9686140376305113,0.013849241234871369
646,NDEONHPJ_00756,1 (genome),,hypothetical protein,0.9767841018911454,47,0.2944241249264186,0.0429461724791671,1.016409153784168,45,0.24001662981926405,0.035779566667085164,1.0108134512686475,45,0.196410567521768,0.02927915869853237,1.010148929109829,45,0.2113659532159578,0.031508575967994785,1.013583431856128,47,0.23022388240160546,0.033581604649122465,0.9507341050414001,0.0027699805874805694,1.0,-0.0,0.5178671095224572,-0.03402934937750213,0.8469554742768062,0.07213942058330934,0.9039401279344188,0.00559570251552044,1.0,-0.0,0.9877084841940361,-0.0006645221588186256,1.0,-0.0,0.8958308971324547,-0.0062602246743390655,1.0,-0.0
647,NDEONHPJ_00757,1 (genome),,hypothetical protein,0.9738364668307145,17,0.1470112884049253,0.03565547472068517,1.0833644188603566,20,0.2758953709148224,0.06169208040430611,1.107435785379994,19,0.19896418192762905,0.045645513810882984,1.1099036543374714,20,0.21358982019125228,0.04776013572495972,1.0634405236690163,18,0.16482510065202458,0.03884964879360061,0.4701263306895981,-0.043995261710977784,1.0,-0.0,0.029786049481756,-0.13359931854927964,0.35313819732666346,0.4520553042692751,0.7574954554378052,-0.024071366519637483,1.0,-0.0,0.9704576185339999,0.002467868957477304,1.0,-0.0,0.7356060427449143,0.026539235477114786,1.0,-0.0
648,NDEONHPJ_00758,1 (genome),valS,Valine--tRNA ligase,1.079746515143007,2,0.011039506945376958,0.007806110222032036,0.5303775914070502,2,0.7500671829466263,0.5303775914070502,1.089020242305227,2,0.20907532825303665,0.1478385823865256,0.4646342428603186,2,0.6570920477960169,0.4646342428603185,0.4503136015241731,2,0.6368396025965593,0.4503136015241731,0.3101503684529544,-0.638706640781054,1.0,-0.0,0.9557491781334426,-0.00927372716222008,1.0,-0.0,0.4170660327479918,-0.5586426508981769,1.0,-0.0,0.32878804321569777,-0.6243859994449085,0.9402831798301121,0.026741332659208434,0.9342136435799475,-0.06574334854673158,0.9402831798301121,0.026741332659208434
649,NDEONHPJ_00759,1 (genome),,hypothetical protein,0.8964631660165739,45,0.3445355856462537,0.0513603326781816,0.953209522120162,45,0.248380362553657,0.037026358329734686,1.016278045973272,43,0.15563942727204555,0.023734790146372347,0.9359578712195852,43,0.2885815192278583,0.044008269106659455,0.9919888244935452,46,0.2795555030039763,0.04121821021677249,0.617229254101189,-0.024289221479726897,1.0,-0.0,0.039968594362703655,-0.11981487995669815,0.3814000640442836,0.41861923836375037,0.15930901298909458,-0.06306852385311013,1.0,-0.0,0.11194298845007727,-0.08032017475368691,0.7181811611594552,0.14376599117847852,0.7641466373502154,-0.017251650900576787,0.7181811611594552,0.14376599117847852
650,NDEONHPJ_00760,1 (genome),hcaB_1,3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase,0.9991404106355244,44,0.3088911705048031,0.04656709607355121,1.0171101362137822,47,0.30359374658843474,0.044283699264935986,0.9805760311093324,45,0.17926842424703632,0.02672375885570965,0.9963603520384976,45,0.19258481312854864,0.02870884890596858,1.0379541108007757,47,0.3372831680092641,0.049197806434054255,0.31410099543549747,0.05737807969144326,1.0,-0.0,0.7288883591352868,0.018564379526191943,0.9540000211769084,0.020451615655428614,0.4864216386091357,0.036534105104449766,1.0,-0.0,0.6883387541850825,0.015784320929165152,1.0,-0.0,0.6978218525537163,-0.020749784175284613,1.0,-0.0
651,NDEONHPJ_00761,1 (genome),,hypothetical protein,0.9758714279898028,32,0.3337483827958075,0.058998936171239774,1.0326120834502388,32,0.3131755729774701,0.05536214283858789,1.0779664779186788,33,0.15532927135447808,0.027039355458694063,1.0075960552043437,32,0.30787128786673074,0.05442446884580023,1.0158041947500025,32,0.2496070524527725,0.04412470985533542,0.23098502439346133,-0.062162283168676336,1.0,-0.0,0.11706018086010084,-0.10209504992887608,0.521708174661723,0.2825723582504765,0.4601711716906778,-0.04535439446844003,1.0,-0.0,0.2469036173586633,-0.07037042271433513,0.9038747000410693,0.0438917695825635,0.7483612845709563,-0.025016028245895106,0.9038747000410693,0.0438917695825635
652,NDEONHPJ_00762,1 (genome),,hypothetical protein,0.9239457642729272,40,0.3728082441517459,0.058946159100383234,0.940687594540009,37,0.33135430288569245,0.05447431183368047,1.0159956768077807,37,0.24888406374766284,0.040916288036557766,0.983110984498728,38,0.3126819833191264,0.05072371569601408,1.028704438334476,40,0.2892986007642145,0.04574212511573232,0.8374570801294822,0.0127087615266952,1.0,-0.0,0.21030028492258335,-0.0920499125348535,0.6229026282487121,0.20557983667842816,0.272678906893207,-0.07530808226777164,1.0,-0.0,0.6164250325773627,-0.032884692309052665,1.0,-0.0,0.570160203326666,0.04242338995871897,1.0,-0.0
653,NDEONHPJ_00763,1 (genome),,hypothetical protein,0.9622508333470712,36,0.3990647067379077,0.06651078445631796,1.055507285927419,32,0.15271543668188314,0.0269965302174061,1.0627795078759992,34,0.18876815889626308,0.03237347217066541,1.0682095404656626,33,0.18230645593110484,0.031735480514077465,0.9791157761485878,31,0.10524050672246536,0.018901752995339225,0.033200848323386094,-0.08366373172741137,1.0,-0.0,0.1865678233287948,-0.100528674528928,0.5984955274727437,0.2229390907064682,0.8644378465799769,-0.0072722219485801265,1.0,-0.0,0.9050782725646175,0.005430032589663458,1.0,-0.0,0.7621039647165767,0.012702254538243585,1.0,-0.0
654,NDEONHPJ_00764,1 (genome),oprM,Outer membrane protein OprM,0.9448372366990052,107,0.4048756520872159,0.03914080663988687,0.8102822401678588,105,0.38637809804942985,0.03770664140721541,1.011930677595312,103,0.2369633906030469,0.023348696661426367,0.3655975889497728,95,0.28484247661176165,0.02922422147579893,0.961831184037034,106,0.3584083139686937,0.03481169283090957,0.23600575386762346,-0.05009949355827803,1.0,-0.0,0.14624088890406697,-0.06709344089630687,0.5587586268448121,0.25277575860331697,1.011805620916329e-05,-0.2016484374274533,0.0012214011552891468,2.913141673552971,1.2278488608584281e-41,-0.6463330886455393,6.190200032017765e-39,38.20829531682836,5.666635713445988e-17,-0.444684651218086,6.190200032017765e-39,38.20829531682836
655,NDEONHPJ_00765,1 (genome),mexB_1,Multidrug resistance protein MexB,0.982630350449648,265,0.396751434528623,0.024372246882779818,0.8132076895038094,241,0.27627167376113665,0.017796222934008468,0.9948566057340826,254,0.2546429712468932,0.01597772105464923,0.494725922735671,231,0.3011168628899885,0.019812035031943627,0.9937150077360636,256,0.2866969658451791,0.0179185603653237,0.9621098324060622,-0.0011415979980190505,1.0,-0.0,0.677701748855918,-0.012226255284434662,0.9296750997949565,0.03166880092926309,1.3896743084714698e-13,-0.18164891623027324,3.8712584803184646e-11,10.412147830275394,2.3963390159457606e-64,-0.5001306829984116,2.1142000510558465e-61,60.674853921021466,4.7661003852368557e-29,-0.3184817667681384,2.1142000510558465e-61,60.674853921021466
656,NDEONHPJ_00766,1 (genome),acrA,Multidrug efflux pump subunit AcrA,0.9864624700207896,83,0.4087977372568188,0.04487138111545458,0.7852851402705284,80,0.2973118480115369,0.03324047513349411,0.9737953036783928,79,0.26337856886676697,0.029632404119521113,0.4558150196131233,76,0.2300186976261481,0.0263849541599268,0.9716289069389524,84,0.313330185369864,0.03418712599933207,0.9620692091935308,-0.0021663967394404127,1.0,-0.0,0.8159341852322659,0.01266716634239673,0.9907637026480426,0.004029912490336007,3.9581649552610246e-05,-0.18851016340786442,0.004343726205221223,2.362137557109132,1.4727495902503095e-26,-0.5179802840652695,2.5987034707364274e-24,23.58524327354631,1.427409949419348e-12,-0.3294701206574051,2.5987034707364274e-24,23.58524327354631
657,NDEONHPJ_00767,1 (genome),,hypothetical protein,0.9821951062606591,79,0.34032347485740044,0.03828938239631632,0.8551418475952934,79,0.2974078842255359,0.03346100121821581,1.0114678104218773,79,0.23649980055538916,0.02660830641762861,0.5050696208297714,75,0.3164064512516471,0.03653546996069453,0.9773841235496804,78,0.2836592012367828,0.032118079908420936,0.41453500738305094,-0.03408368687219687,1.0,-0.0,0.5310492080717246,-0.029272704161218188,0.8545531783629555,0.06826090620131722,0.0003488140855242169,-0.15632596282658384,0.02937704116329478,1.5319919482041786,7.657482510386636e-22,-0.5063981895921059,1.0008755056770356e-19,18.999619939064075,5.0530045370493814e-11,-0.3500722267655221,1.0008755056770356e-19,18.999619939064075
